defect_type,image_name,image_path,anomaly_score,label,is_anomaly
fabric_border,008,datasets/mvtec_anomaly_detection/zipper/test/fabric_border/008.png,2.712345,1,Anomaly
fabric_border,006,datasets/mvtec_anomaly_detection/zipper/test/fabric_border/006.png,2.566212,1,Anomaly
fabric_border,003,datasets/mvtec_anomaly_detection/zipper/test/fabric_border/003.png,2.553751,1,Anomaly
fabric_border,015,datasets/mvtec_anomaly_detection/zipper/test/fabric_border/015.png,2.510158,1,Anomaly
fabric_border,011,datasets/mvtec_anomaly_detection/zipper/test/fabric_border/011.png,2.491397,1,Anomaly
fabric_border,014,datasets/mvtec_anomaly_detection/zipper/test/fabric_border/014.png,2.418228,1,Anomaly
fabric_border,000,datasets/mvtec_anomaly_detection/zipper/test/fabric_border/000.png,2.385820,1,Anomaly
rough,015,datasets/mvtec_anomaly_detection/zipper/test/rough/015.png,2.326621,1,Anomaly
split_teeth,004,datasets/mvtec_anomaly_detection/zipper/test/split_teeth/004.png,2.223959,1,Anomaly
fabric_border,013,datasets/mvtec_anomaly_detection/zipper/test/fabric_border/013.png,2.207454,1,Anomaly
combined,015,datasets/mvtec_anomaly_detection/zipper/test/combined/015.png,2.179299,1,Anomaly
fabric_border,002,datasets/mvtec_anomaly_detection/zipper/test/fabric_border/002.png,2.108502,1,Anomaly
fabric_interior,010,datasets/mvtec_anomaly_detection/zipper/test/fabric_interior/010.png,2.092625,1,Anomaly
broken_teeth,007,datasets/mvtec_anomaly_detection/zipper/test/broken_teeth/007.png,2.071711,1,Anomaly
split_teeth,012,datasets/mvtec_anomaly_detection/zipper/test/split_teeth/012.png,2.070718,1,Anomaly
fabric_interior,011,datasets/mvtec_anomaly_detection/zipper/test/fabric_interior/011.png,2.004835,1,Anomaly
fabric_interior,000,datasets/mvtec_anomaly_detection/zipper/test/fabric_interior/000.png,1.995907,1,Anomaly
rough,000,datasets/mvtec_anomaly_detection/zipper/test/rough/000.png,1.995239,1,Anomaly
broken_teeth,006,datasets/mvtec_anomaly_detection/zipper/test/broken_teeth/006.png,1.963643,1,Anomaly
broken_teeth,003,datasets/mvtec_anomaly_detection/zipper/test/broken_teeth/003.png,1.951817,1,Anomaly
