defect_type,image_name,image_path,anomaly_score,label,is_anomaly
broken,009,datasets/mvtec_anomaly_detection/grid/test/broken/009.png,232.948914,1,Anomaly
metal_contamination,008,datasets/mvtec_anomaly_detection/grid/test/metal_contamination/008.png,230.505005,1,Anomaly
broken,003,datasets/mvtec_anomaly_detection/grid/test/broken/003.png,228.416595,1,Anomaly
broken,002,datasets/mvtec_anomaly_detection/grid/test/broken/002.png,228.157272,1,Anomaly
bent,006,datasets/mvtec_anomaly_detection/grid/test/bent/006.png,228.096405,1,Anomaly
bent,011,datasets/mvtec_anomaly_detection/grid/test/bent/011.png,228.047577,1,Anomaly
bent,001,datasets/mvtec_anomaly_detection/grid/test/bent/001.png,227.898560,1,Anomaly
metal_contamination,003,datasets/mvtec_anomaly_detection/grid/test/metal_contamination/003.png,227.668549,1,Anomaly
thread,001,datasets/mvtec_anomaly_detection/grid/test/thread/001.png,227.339020,1,Anomaly
broken,005,datasets/mvtec_anomaly_detection/grid/test/broken/005.png,224.864838,1,Anomaly
thread,004,datasets/mvtec_anomaly_detection/grid/test/thread/004.png,224.537384,1,Anomaly
broken,011,datasets/mvtec_anomaly_detection/grid/test/broken/011.png,224.212128,1,Anomaly
metal_contamination,001,datasets/mvtec_anomaly_detection/grid/test/metal_contamination/001.png,223.646286,1,Anomaly
bent,002,datasets/mvtec_anomaly_detection/grid/test/bent/002.png,222.415451,1,Anomaly
bent,003,datasets/mvtec_anomaly_detection/grid/test/bent/003.png,222.307220,1,Anomaly
bent,008,datasets/mvtec_anomaly_detection/grid/test/bent/008.png,221.509430,1,Anomaly
broken,008,datasets/mvtec_anomaly_detection/grid/test/broken/008.png,220.715607,1,Anomaly
metal_contamination,004,datasets/mvtec_anomaly_detection/grid/test/metal_contamination/004.png,220.104797,1,Anomaly
thread,008,datasets/mvtec_anomaly_detection/grid/test/thread/008.png,220.029419,1,Anomaly
metal_contamination,000,datasets/mvtec_anomaly_detection/grid/test/metal_contamination/000.png,219.998825,1,Anomaly
thread,009,datasets/mvtec_anomaly_detection/grid/test/thread/009.png,219.314636,1,Anomaly
glue,005,datasets/mvtec_anomaly_detection/grid/test/glue/005.png,219.269714,1,Anomaly
metal_contamination,006,datasets/mvtec_anomaly_detection/grid/test/metal_contamination/006.png,218.688477,1,Anomaly
glue,002,datasets/mvtec_anomaly_detection/grid/test/glue/002.png,217.621460,1,Anomaly
metal_contamination,007,datasets/mvtec_anomaly_detection/grid/test/metal_contamination/007.png,217.463654,1,Anomaly
thread,003,datasets/mvtec_anomaly_detection/grid/test/thread/003.png,217.386887,1,Anomaly
thread,006,datasets/mvtec_anomaly_detection/grid/test/thread/006.png,213.043259,1,Anomaly
glue,003,datasets/mvtec_anomaly_detection/grid/test/glue/003.png,210.543732,1,Anomaly
glue,000,datasets/mvtec_anomaly_detection/grid/test/glue/000.png,206.305267,1,Anomaly
glue,008,datasets/mvtec_anomaly_detection/grid/test/glue/008.png,197.873718,1,Anomaly
good,001,datasets/mvtec_anomaly_detection/grid/test/good/001.png,197.562073,0,Normal
good,002,datasets/mvtec_anomaly_detection/grid/test/good/002.png,191.791992,0,Normal
good,003,datasets/mvtec_anomaly_detection/grid/test/good/003.png,191.565903,0,Normal
good,016,datasets/mvtec_anomaly_detection/grid/test/good/016.png,188.575836,0,Normal
good,006,datasets/mvtec_anomaly_detection/grid/test/good/006.png,188.473633,0,Normal
good,017,datasets/mvtec_anomaly_detection/grid/test/good/017.png,187.260956,0,Normal
good,011,datasets/mvtec_anomaly_detection/grid/test/good/011.png,185.984604,0,Normal
good,008,datasets/mvtec_anomaly_detection/grid/test/good/008.png,185.103683,0,Normal
good,013,datasets/mvtec_anomaly_detection/grid/test/good/013.png,182.091553,0,Normal
